Code,Name,Manufacturer,Item Type,Part Type,Description,Info,Elemental
{4:43},ORD_PS.part_underbarrel_03_rockets,Order,Pistol,Underbarrel,,,Alt Fire - Micro-Rockets
{4:44},ORD_PS.part_underbarrel_01_energyburst,Order,Pistol,Underbarrel,,,Alt Fire - Energy Burst
{4:45},ORD_PS.part_underbarrel_04_atlas,Order,Pistol,Underbarrel,,,Atlas Tracker Darts
{4:46},ORD_PS.part_underbarrel_04_atlas_ball,Order,Pistol,Underbarrel,,,Atlas Tracker Grenades
{4:47},ORD_PS.part_foregrip_02,Order,Pistol,Foregrip,,,+Crit Damage
{4:48},ORD_PS.part_foregrip_03,Order,Pistol,Foregrip,,,+Accuracy
{4:49},ORD_PS.part_secondary_ammo_sm,Order,Pistol,Manufacturer Part,,,Daedalus SMG Ammo
{4:50},ORD_PS.part_secondary_ammo_sg,Order,Pistol,Manufacturer Part,,,Daedalus Shotgun Ammo
{4:51},ORD_PS.part_secondary_ammo_ar,Order,Pistol,Manufacturer Part,,,Daedalus AR Ammo
{4:52},ORD_PS.part_secondary_ammo_sr,Order,Pistol,Manufacturer Part,,,Daedalus SR Ammo
{4:53},ORD_PS.comp_05_legendary_RocketReload,Order,Pistol,Rarity,Lucky Clover,,
{4:54},ORD_PS.part_barrel_01_a,Order,Pistol,Barrel Accessory,,,+Damage
{4:55},ORD_PS.part_barrel_01_b,Order,Pistol,Barrel Accessory,,,+Crit Damage
{4:56},ORD_PS.part_barrel_01_c,Order,Pistol,Barrel Accessory,,,+Accuracy
{4:57},ORD_PS.part_barrel_01_d,Order,Pistol,Barrel Accessory,,,+Accuracy
{4:58},ORD_PS.part_barrel_02_a,Order,Pistol,Barrel Accessory,,,+Damage
{4:59},ORD_PS.part_barrel_02_b,Order,Pistol,Barrel Accessory,,,+Accuracy
{4:60},ORD_PS.part_barrel_02_c,Order,Pistol,Barrel Accessory,,,+Fire Rate
{4:61},ORD_PS.part_barrel_02_d,Order,Pistol,Barrel Accessory,,,+Fire Rate
{4:62},ORD_PS.part_barrel_licensed_jak,Order,Pistol,Manufacturer Part,,,Jakobs Ricochet
{4:63},ORD_PS.part_barrel_licensed_ted,Order,Pistol,Manufacturer Part,,,Tediore Reload
{4:64},ORD_PS.part_barrel_licensed_ted_shooting,Order,Pistol,Manufacturer Part,,,Tediore Shooting
{4:65},ORD_PS.part_barrel_licensed_ted_mirv,Order,Pistol,Manufacturer Part,,,Tediore MIRV
{4:66},ORD_PS.part_barrel_licensed_ted_combo,Order,Pistol,Manufacturer Part,,,Tediore Combo
{4:67},ORD_PS.part_barrel_licensed_hyp,Order,Pistol,Manufacturer Part,,,Hyperion Shield visual accessory
{4:68},ORD_PS.part_foregrip_01,Order,Pistol,Foregrip,,,+Damage
{4:69},ORD_PS.part_mag_torgue_normal,Order,Pistol,Manufacturer Part,,,Torgue Impact Gyrojets
{4:70},ORD_PS.part_mag_torgue_sticky,Order,Pistol,Manufacturer Part,,,Torgue Sticky Gyrojets
{4:71},ORD_PS.part_mag_03_tor,Order,Pistol,Magazine,,,2.0s Reload
{4:72},ORD_PS.part_underbarrel_02_gravitywell,Order,Pistol,Underbarrel,,,Alt Fire - Gravity Well
{4:74},ORD_PS.comp_Zadra_weapon,Order,Pistol,Rarity,,,
{4:75},ORD_PS.part_barrel_02_bully,Order,Pistol,Barrel,,,Bully
{4:76},ORD_PS.comp_05_legendary_Bully,Order,Pistol,Rarity,Bully,,
{4:78},ORD_PS.part_mag_noisycricket,Order,Pistol,Magazine,,,1.5s Reload
{4:79},ORD_PS.part_barrel_noisycricket,Order,Pistol,Barrel,,,Noisy Cricket
{4:80},ORD_PS.comp_05_legendary_NoisyCricket,Order,Pistol,Rarity,Noisy Cricket,,
{4:81},ORD_PS.part_barrel_02_rocketreload,Order,Pistol,Barrel,,,Lucky Clover
{4:84},ORD_PS.part_barrel_02_Roulette,Order,Pistol,Barrel,,,Roulette
{4:85},ORD_PS.comp_05_legendary_Roulette,Order,Pistol,Rarity,Roulette,,Can be used for skin
{4:95},ORD_PS.comp_01_common,Order,Pistol,Rarity,,,
{4:96},ORD_PS.comp_02_uncommon,Order,Pistol,Rarity,,,
{4:97},ORD_PS.comp_03_rare,Order,Pistol,Rarity,,,
{4:98},ORD_PS.comp_04_epic,Order,Pistol,Rarity,,,
{5:1},TED_PS.comp_05_legendary_Sideshow,Tediore,Pistol,Rarity,Sideshow,,Can be used for skin
{5:2},TED_PS_Body,Tediore,Pistol,Body,,,
{5:3},TED_PS_Body_A,Tediore,Pistol,Body Accessory,,,No effect?
{5:4},TED_PS_Body_B,Tediore,Pistol,Body Accessory,,,+6 Mag Capacity
{5:5},TED_PS_Body_C,Tediore,Pistol,Body Accessory,,,+Acc
{5:6},TED_PS_Body_D,Tediore,Pistol,Body Accessory,,,No Effect?
{5:7},TED_PS_Barrel_01,Tediore,Pistol,Barrel,Pocketshot Barrel,,
{5:8},TED_PS_Barrel_02,Tediore,Pistol,Barrel,Widget Barrel,,
{5:9},TED_PS_TAcc_04_A,Tediore,Pistol,Manufacturer Part,Tediore Shooting,,
{5:10},TED_PS_TAcc_04_B,Tediore,Pistol,Manufacturer Part,Tediore MIRV,,
{5:11},TED_PS_TAcc_04_C,Tediore,Pistol,Manufacturer Part,Tediore Combo,,
{5:12},TED_PS_TAcc_04_D,Tediore,Pistol,Manufacturer Part,Tediore Replicator,,
{5:14},TED_PS_TAcc_04_A,Tediore,Pistol,Manufacturer Part,"Tediore Shooting, visual only",,
{5:15},TED_PS_TAcc_04_B,Tediore,Pistol,Manufacturer Part,"Tediore MIRV, visual only",,
{5:16},TED_PS_TAcc_04_C,Tediore,Pistol,Manufacturer Part,"Tediore Combo, visual only",,
{5:17},TED_PS_TAcc_04_D,Tediore,Pistol,Manufacturer Part,"Tediore Replicator, visual only",,
{5:18},No Visual,Tediore,Pistol,Manufacturer Part,Hyperion Shield,,
{5:19},No Visual,Tediore,Pistol,Manufacturer Part,Hyperion Ricochet Shield,,
{5:20},No Visual,Tediore,Pistol,Manufacturer Part,Hyperion Absorb Shield,,
{5:21},No Visual,Tediore,Pistol,Manufacturer Part,Hyperion Amp Shield,,
{5:22},TED_PS_Mag_01,Tediore,Pistol,Magazine,,,"1.4s Reload, 15 shots"
{5:23},TED_PS_Mag_02,Tediore,Pistol,Magazine,,,"1.8s Reload, 20 shots"
{5:24},TED_PS_Mag_03,Tediore,Pistol,Magazine,,,"1.6s Reload, +Damage, +Acc, -Fire Rate, 13 shots"
{5:25},TED_PS_Mag_04,Tediore,Pistol,Magazine,,,"CoV Mag, 3.0s Reload, +Damage, -Acc, 27 shots to overheat"
{5:26},TED_PS_Mag_05,Tediore,Pistol,Magazine,,,"Ripper Mag, 2.5s Reload, +Damage, +Fire Rate, 26 shots"
{5:27},No Visual,Tediore,Pistol,Manufacturer Part,,,Torgue Impact
{5:28},No Visual,Tediore,Pistol,Manufacturer Part,,,Torgue Sticky
{5:29},TED_PS_Scope_Iron,Tediore,Pistol,Scope,,,ADS
{5:30},TED_PS_Scope_01 + 01_L1,Tediore,Pistol,Scope,,,ADS +++ Zoom
{5:31},TED_PS_Scope_01 + 01_L2,Tediore,Pistol,Scope,,,ADS ++++ Zoom
{5:32},TED_PS_Scope_02 + 02_L1,Tediore,Pistol,Scope,,,ADS + Zoom
{5:33},TED_PS_Scope_02 + 02_L2,Tediore,Pistol,Scope,,,ADS ++ Zoom
{5:34},TED_PS_Scope_01_A,Tediore,Pistol,Scope Accessory,Scope Accessory - 30,,"Top Hexagons, Mag Count, +Damage"
{5:35},TED_PS_Scope_01_B,Tediore,Pistol,Scope Accessory,Scope Accessory - 30,,"Top Hexagons, +Reload Speed"
{5:36},TED_PS_Scope_02_A,Tediore,Pistol,Scope Accessory,Scope Accessory - 32,,"X lines, mag counter, arch over lens, no stats"
{5:37},TED_PS_Scope_02_B,Tediore,Pistol,Scope Accessory,Scope Accessory - 32,,"X lines, hexagon, cover over sight, +Crit Damage"
{5:38},TED_PS_Scope_01_A,Tediore,Pistol,Scope Accessory,Scope Accessory - 31,,"Added yellow lines, Mag Count, +Damage"
{5:39},TED_PS_Scope_01_B,Tediore,Pistol,Scope Accessory,Scope Accessory - 31,,"Hexagons, X lines, +Reload Speed"
{5:40},TED_PS_Scope_02_A,Tediore,Pistol,Scope Accessory,Scope Accessory - 33,,"Bigger arrows, hexagons at top, element indicator?, arch over lens, no stats"
{5:41},TED_PS_Scope_02_B,Tediore,Pistol,Scope Accessory,Scope Accessory - 33,,"Hexagons at bottom, distance lines, cover over sight, +Crit Damage"
{5:42},TED_PS_Grip_05 + 05_C,Tediore,Pistol,Grip,Tediore Grip - Javelin,,
{5:43},TED_PS_Grip_05 + 05_B,Tediore,Pistol,Grip,Tediore Grip - Homing,,
{5:44},TED_PS_Grip_05 + 05_A,Tediore,Pistol,Grip,Tediore Grip - Legs,,
{5:45},TED_PS_Grip_4,Tediore,Pistol,Grip,Hyperion Grip,,"-Acc, Acc increases with continuous fire"
{5:46},TED_PS_Grip_01,Tediore,Pistol,Grip,,,+Damage
{5:47},TED_PS_Grip_02,Tediore,Pistol,Grip,,,+Fire Rate
{5:48},TED_PS_Grip_03,Tediore,Pistol,Grip,,,+6 Ammo
{5:49},TED_PS_UnderBarrel_05,Tediore,Pistol,Underbarrel,Daedalus Underbarrel,,
{5:50},TED_PS_UnderBarrel_03,Tediore,Pistol,Underbarrel,Micro Shotgun,,
{5:51},TED_PS_UnderBarrel_06,Tediore,Pistol,Underbarrel,No effect?,,
{5:52},TED_PS_UnderBarrel_04,Tediore,Pistol,Underbarrel,Tracker Grenades,,
{5:53},TED_PS_Foregrip_01,Tediore,Pistol,Foregrip,,,+Damage
{5:54},TED_PS_Foregrip_03,Tediore,Pistol,Foregrip,,,+Acc
{5:55},TED_PS_TAcc_04_D,Tediore,Pistol,Manufacturer Part,"Tediore Replicator, visual only",,
{5:56},TED_PS_Grip_05 + 05_C,Tediore,Pistol,Grip,Tediore Grip - Javelin,,
{5:57},TED_PS_Grip_05 + 05_B,Tediore,Pistol,Grip,Tediore Grip - Homing,,
{5:58},TED_PS_TAcc_04_C,Tediore,Pistol,Manufacturer Part,"Tediore Combo, visual only",,
{5:59},TED_PS_Barrel_02,Tediore,Pistol,Barrel,Budget Diety Barrel,,- Perk: D.O.P.E. Bouys
{5:60},TED_PS.comp_05_legendary_ATLien,Tediore,Pistol,Rarity,Budget Deity,,Can be used for skin
{5:62},No Visual,Tediore,Pistol,Manufacturer Part,"Daedalus - Shotgun, use with 49",,
{5:63},No Visual,Tediore,Pistol,Manufacturer Part,"Daedalus - AR, use with 49",,
{5:64},No Visual,Tediore,Pistol,Manufacturer Part,"Daedalus - Sniper, use with 49",,
{5:65},TED_PS_Barrel_02,Tediore,Pistol,Barrel,Ruby's Grasp Barrel,,- Perk: Grasp
{5:66},TED_PS.comp_05_legendary_RubysGrasp,Tediore,Pistol,Rarity,Ruby's Grasp,,
{5:68},TED_PS_Barrel_01_A,Tediore,Pistol,Barrel Accessory,,,+Damage
{5:69},TED_PS_Barrel_01_B,Tediore,Pistol,Barrel Accessory,,,+6 Mag Capacity
{5:70},TED_PS_Barrel_01_C,Tediore,Pistol,Barrel Accessory,,,+6 Mag Capacity
{5:71},TED_PS_Barrel_01_D,Tediore,Pistol,Barrel Accessory,,,+Acc
{5:72},TED_PS_Barrel_02_A,Tediore,Pistol,Barrel Accessory,,,+Damage
{5:73},TED_PS_Barrel_02_B,Tediore,Pistol,Barrel Accessory,,,+Acc
{5:74},TED_PS_Barrel_02_C,Tediore,Pistol,Barrel Accessory,,,+Fire Rate
{5:75},TED_PS_Barrel_02_D,Tediore,Pistol,Barrel Accessory,,,+Fire Rate
{5:76},TED_PS_TAcc_01,Tediore,Pistol,Manufacturer Part,Jakobs Ricochet,,
{5:77},TED_PS_TAcc_02,Tediore,Pistol,Manufacturer Part,No effect,,
{5:78},TED_PS_TAcc_03,Tediore,Pistol,Manufacturer Part,No effect,,
{5:79},TED_PS_UnderBarrel_02,Tediore,Pistol,Underbarrel,Zip Rockets,,
{5:80},TED_PS_UnderBarrel_01,Tediore,Pistol,Underbarrel,Attack Drone Underbarrel,,
{5:81},TED_PS_UnderBarrel_04,Tediore,Pistol,Underbarrel,Tracker Darts,,
{5:82},TED_PS_Foregrip_02,Tediore,Pistol,Foregrip,,,+Fire rate
{5:83},TED_PS_Grip_05 + 05_A,Tediore,Pistol,Grip,Tediore Grip - Legs,,
{5:85},TED_PS.part_barrel_02_Inscriber,Tediore,Pistol,Barrel,Inscriber,,2342 Damage
{5:86},TED_PS.comp_05_legendary_Inscriber,Tediore,Pistol,Rarity,Inscriber,,Can be used for skin
{5:95},TED_PS.comp_01_common,Tediore,Pistol,Rarity,,,
{5:96},TED_PS.comp_02_uncommon,Tediore,Pistol,Rarity,,,
{5:97},TED_PS.comp_03_rare,Tediore,Pistol,Rarity,,,
{5:98},TED_PS.comp_04_epic,Tediore,Pistol,Rarity,,,
{6:1},TOR_PS.comp_05_legendary_Roach,Torgue,Pistol,Rarity,Roach,,Can be used for skin
{6:2},TOR_PS.part_body,Torgue,Pistol,Body,,,No Stat Changes
{6:3},TOR_PS.part_body_a,Torgue,Pistol,Body Accessory,,,-Reload Speed
{6:4},TOR_PS.part_body_b,Torgue,Pistol,Body Accessory,,,+Damage
{6:5},TOR_PS.part_body_c,Torgue,Pistol,Body Accessory,,,+Accuracy
{6:6},TOR_PS.part_body_d,Torgue,Pistol,Body Accessory,,,No Stat Changes
{6:7},TOR_PS.part_barrel_01,Torgue,Pistol,Barrel,,,Kitty
{6:8},TOR_PS.part_barrel_02,Torgue,Pistol,Barrel,,,Lotus
{6:9},TOR_PS.part_shield_default,Torgue,Pistol,Manufacturer Part,,,Hyperion Shield
{6:10},TOR_PS.part_shield_ricochet,Torgue,Pistol,Manufacturer Part,,,Hyperion Ricochet Shield
{6:11},TOR_PS.part_shield_ammo,Torgue,Pistol,Manufacturer Part,,,Hyperion Absorb Shield
{6:12},TOR_PS.part_shield_amp,Torgue,Pistol,Manufacturer Part,,,Hyperion Amp Shield
{6:13},TOR_PS.part_mag_01,Torgue,Pistol,Magazine,,,1.8s Reload
{6:14},TOR_PS.part_mag_02,Torgue,Pistol,Magazine,,,2.3s Reload
{6:15},TOR_PS.part_mag_04_cov,Torgue,Pistol,Magazine,,,3.5s Reload
{6:16},TOR_PS.part_mag_05_borg,Torgue,Pistol,Magazine,,,2.8s Reload
{6:17},TOR_PS.part_mag_ted_thrown_01,Torgue,Pistol,Stat Modifier,,,2.0s Reload
{6:18},TOR_PS.part_mag_ted_thrown_02,Torgue,Pistol,Stat Modifier,,,2.0s Reload
{6:19},TOR_PS.part_mag_ted_thrown_04_cov,Torgue,Pistol,Stat Modifier,,,3.0s Reload
{6:20},TOR_PS.part_mag_ted_thrown_05_bor,Torgue,Pistol,Stat Modifier,,,3.0s Reload
{6:21},TOR_PS.part_scope_ironsight,Torgue,Pistol,Scope,,,ADS
{6:22},TOR_PS.part_scope_01_lens_01,Torgue,Pistol,Scope,,,ADS
{6:23},TOR_PS.part_scope_01_lens_02,Torgue,Pistol,Scope,,,ADS +Zoom
{6:24},TOR_PS.part_scope_02_lens_01,Torgue,Pistol,Scope,,,ADS ++Zoom
{6:25},TOR_PS.part_scope_02_lens_02,Torgue,Pistol,Scope,,,ADS +++Zoom
{6:26},TOR_PS.part_scope_acc_s01_l01_a,Torgue,Pistol,Scope Accessory,,,+Damage
{6:27},TOR_PS.part_scope_acc_s01_l01_b,Torgue,Pistol,Scope Accessory,,,-Reload Speed
{6:28},TOR_PS.part_scope_acc_s02_l01_a,Torgue,Pistol,Scope Accessory,,,No Stat Changes
{6:29},TOR_PS.part_scope_acc_s02_l01_b,Torgue,Pistol,Scope Accessory,,,+Blast Radius
{6:30},TOR_PS.part_scope_acc_s01_l02_a,Torgue,Pistol,Scope Accessory,,,+Damage
{6:31},TOR_PS.part_scope_acc_s01_l02_b,Torgue,Pistol,Scope Accessory,,,-Reload Speed
{6:32},TOR_PS.part_scope_acc_s02_l02_a,Torgue,Pistol,Scope Accessory,,,No Stat Changes
{6:33},TOR_PS.part_scope_acc_s02_l02_b,Torgue,Pistol,Scope Accessory,,,+Blast Radius
{6:34},TOR_PS.part_grip_05b_ted_homing,Torgue,Pistol,Grip,,,Tediore reload modifier: Homing
{6:35},TOR_PS.part_grip_05c_ted_jav,Torgue,Pistol,Grip,,,Tediore reload modifier: Javelin
{6:36},TOR_PS.part_grip_05a_ted_legs,Torgue,Pistol,Grip,,,Tediore reload modifier: Legs
{6:37},TOR_PS.part_grip_01,Torgue,Pistol,Grip,,,+Damage
{6:38},TOR_PS.part_grip_02,Torgue,Pistol,Grip,,,+Fire Rate
{6:39},TOR_PS.part_grip_03,Torgue,Pistol,Grip,,,-Reload Speed
{6:40},TOR_PS.part_grip_04_hyp,Torgue,Pistol,Grip,,,Hyperion Grip
{6:41},TOR_PS.part_underbarrel_05_ammoswitcher,Torgue,Pistol,Underbarrel,,,Daedalus Ammo Switch
{6:42},TOR_PS.part_underbarrel_06_malswitch,Torgue,Pistol,Underbarrel,,,Maliwan Element Switch
{6:43},TOR_PS.part_underbarrel_04_atlas_ball,Torgue,Pistol,Underbarrel,,,Atlas Tracker Grenades
{6:44},TOR_PS.part_underbarrel_01_rockets,Torgue,Pistol,Underbarrel,,,Alt Fire - Magnum Rockets
{6:45},TOR_PS.part_underbarrel_03_cleaver,Torgue,Pistol,Underbarrel,,,Alt Fire - Turbine Cleaver
{6:46},TOR_PS.part_foregrip_02,Torgue,Pistol,Foregrip,,,+Fire Rate
{6:47},TOR_PS.part_foregrip_03,Torgue,Pistol,Foregrip,,,+Blast Radius
{6:48},TOR_PS.part_secondary_ammo_smg,Torgue,Pistol,Manufacturer Part,,,Daedalus SMG Ammo
{6:49},TOR_PS.part_secondary_ammo_sg,Torgue,Pistol,Manufacturer Part,,,Daedalus Shotgun Ammo
{6:50},TOR_PS.part_secondary_ammo_ar,Torgue,Pistol,Manufacturer Part,,,Daedalus AR Ammo
{6:51},TOR_PS.part_secondary_ammo_sr,Torgue,Pistol,Manufacturer Part,,,Daedalus SR Ammo
{6:52},TOR_PS.part_barrel_02_queensrest,Torgue,Pistol,Barrel,,,Queen's Rest
{6:53},TOR_PS.comp_05_legendary_QueensRest,Torgue,Pistol,Rarity,Queen's Rest,,Can be used for skin
{6:54},TOR_PS.part_barrel_01_roach,Torgue,Pistol,Barrel,,,Roach
{6:58},TOR_PS.part_barrel_02_breadth,Torgue,Pistol,Barrel,,,Hardpoint
{6:59},TOR_PS.comp_05_legendary_Breadth,Torgue,Pistol,Rarity,Hardpoint,,Can be used for skin
{6:60},TOR_PS.part_barrel_01_a,Torgue,Pistol,Barrel Accessory,,,+Damage
{6:61},TOR_PS.part_barrel_01_b,Torgue,Pistol,Barrel Accessory,,,+Damage
{6:62},TOR_PS.part_barrel_01_c,Torgue,Pistol,Barrel Accessory,,,+Blast Radius
{6:63},TOR_PS.part_barrel_01_d,Torgue,Pistol,Barrel Accessory,,,+Accuracy
{6:64},TOR_PS.part_barrel_02_a,Torgue,Pistol,Barrel Accessory,,,+Damage
{6:65},TOR_PS.part_barrel_02_b,Torgue,Pistol,Barrel Accessory,,,+Accuracy
{6:66},TOR_PS.part_barrel_02_c,Torgue,Pistol,Barrel Accessory,,,+Fire Rate
{6:67},TOR_PS.part_barrel_02_d,Torgue,Pistol,Barrel Accessory,,,+Fire Rate
{6:68},TOR_PS.part_barrel_licensed_jak,Torgue,Pistol,Manufacturer Part,,,Jakobs Ricochet
{6:69},TOR_PS.part_barrel_licensed_ted,Torgue,Pistol,Manufacturer Part,,,Tediore Reload
{6:70},TOR_PS.part_barrel_licensed_ted_shooting,Torgue,Pistol,Manufacturer Part,,,Tediore Shooting
{6:71},TOR_PS.part_barrel_licensed_ted_mirv,Torgue,Pistol,Manufacturer Part,,,Tediore MIRV
{6:72},TOR_PS.part_barrel_licensed_ted_combo,Torgue,Pistol,Manufacturer Part,,,Tediore Combo
{6:73},TOR_PS.part_barrel_licensed_hyp,Torgue,Pistol,Manufacturer Part,,,Hyperion Grip
{6:74},TOR_PS.part_underbarrel_04_atlas,Torgue,Pistol,Underbarrel,,,Atlas Tracker Darts
{6:75},TOR_PS.part_underbarrel_02_blowback,Torgue,Pistol,Underbarrel,,,Alt Fire - Exhaust Blast
{6:76},TOR_PS.part_foregrip_01,Torgue,Pistol,Foregrip,,,+Damage
{6:77},TOR_PS.part_barrel_02_Handcannon,Torgue,Pistol,Barrel,,,Handcannon
{6:78},TOR_PS.comp_05_legendary_handcannon,Torgue,Pistol,Rarity,Handcannon,,Pearl (pearlescent rarity). Can be used for skin
{6:79},TOR_PS.part_foregrip_03_Handcannon,Torgue,Pistol,Foregrip,,,Handcannon
{6:80},TOR_PS.part_foregrip_02_Handcannon,Torgue,Pistol,Foregrip,,,Handcannon
{6:81},TOR_PS.part_foregrip_01_Handcannon,Torgue,Pistol,Foregrip,,,Handcannon
{6:95},TOR_PS.comp_01_common,Torgue,Pistol,Rarity,,,
{6:96},TOR_PS.comp_02_uncommon,Torgue,Pistol,Rarity,,,
{6:97},TOR_PS.comp_03_rare,Torgue,Pistol,Rarity,,,
{6:98},TOR_PS.comp_04_epic,Torgue,Pistol,Rarity,,,
{7:1},BOR_SG.part_barrel_02_goremaster,Ripper,Shotgun,Barrel,,,Goremaster
{7:2},BOR_SG.part_body,Ripper,Shotgun,Body,,,No Stat Changes
{7:3},BOR_SG.part_body_a,Ripper,Shotgun,Body Accessory,,,-Reload Speed
{7:4},BOR_SG.part_body_b,Ripper,Shotgun,Body Accessory,,,+Ammo
{7:5},BOR_SG.part_body_c,Ripper,Shotgun,Body Accessory,,,+Accuracy
{7:6},BOR_SG.part_body_d,Ripper,Shotgun,Body Accessory,,,No Stat Changes
{7:7},BOR_SG.part_barrel_01,Ripper,Shotgun,Barrel,,,Weldwyrm
{7:8},BOR_SG.part_barrel_02,Ripper,Shotgun,Barrel,,,Hellhound
{7:9},BOR_SG.part_shield_default,Ripper,Shotgun,Manufacturer Part,,,Hyperion Shield
{7:10},BOR_SG.part_shield_ricochet,Ripper,Shotgun,Manufacturer Part,,,Hyperion Ricochet Shield
{7:11},BOR_SG.part_shield_ammo,Ripper,Shotgun,Manufacturer Part,,,Hyperion Absorb Shield
{7:12},BOR_SG.part_shield_amp,Ripper,Shotgun,Manufacturer Part,,,Hyperion Amp Shield
{7:13},BOR_SG.part_mag_04_cov,Ripper,Shotgun,Magazine,,,3.2s Reload
{7:14},BOR_SG.part_mag_03_tor,Ripper,Shotgun,Magazine,,,2.6s Reload
{7:15},BOR_SG.part_mag_01,Ripper,Shotgun,Magazine,,,2.4s Reload
{7:16},BOR_SG.part_mag_02,Ripper,Shotgun,Magazine,,,2.6s Reload
{7:17},BOR_SG.part_mag_goldengod,Ripper,Shotgun,Magazine,,,3.2s Reload
{7:18},BOR_SG.part_barrel_goldengod,Ripper,Shotgun,Barrel,,,Golden God
{7:19},BOR_SG.comp_05_legendary_GoldenGod,Ripper,Shotgun,Rarity,Golden God,,Can be used for skin
{7:20},BOR_SG.comp_05_legendary_GoreMaster,Ripper,Shotgun,Rarity,Goremaster,,Can be used for skin
{7:55},BOR_SG.part_unique_barrel_02_demo,Ripper,Shotgun,Barrel,,,Demo
{7:56},BOR_SG.comp_05_legendary_demo,Ripper,Shotgun,Rarity,Demo,,Can be used for skin
{7:22},BOR_SG.part_mag_ted_thrown_01,Ripper,Shotgun,Stat Modifier,,,2.0s Reload
{7:23},BOR_SG.part_mag_ted_thrown_02,Ripper,Shotgun,Stat Modifier,,,2.0s Reload
{7:24},BOR_SG.part_mag_ted_thrown_03_tor,Ripper,Shotgun,Stat Modifier,,,2.0s Reload
{7:25},BOR_SG.part_mag_ted_thrown_04_cov,Ripper,Shotgun,Stat Modifier,,,3.0s Reload
{7:26},BOR_SG.part_scope_02_lens_02,Ripper,Shotgun,Scope,,,ADS +++Zoom
{7:27},BOR_SG.part_scope_02_lens_01,Ripper,Shotgun,Scope,,,ADS +++Zoom
{7:28},BOR_SG.part_scope_01_lens_02,Ripper,Shotgun,Scope,,,ADS ++Zoom
{7:29},BOR_SG.part_scope_01_lens_01,Ripper,Shotgun,Scope,,,ADS +Zoom
{7:30},BOR_SG.part_scope_ironsight,Ripper,Shotgun,Scope,,,ADS
{7:31},BOR_SG.part_scope_acc_s01_l01_a,Ripper,Shotgun,Scope Accessory,,,+Damage
{7:32},BOR_SG.part_scope_acc_s01_l01_b,Ripper,Shotgun,Scope Accessory,,,-Reload Speed
{7:33},BOR_SG.part_scope_acc_s02_l01_a,Ripper,Shotgun,Scope Accessory,,,No Stat Changes
{7:34},BOR_SG.part_scope_acc_s02_l01_b,Ripper,Shotgun,Scope Accessory,,,+Crit Damage
{7:35},BOR_SG.part_scope_acc_s01_l02_a,Ripper,Shotgun,Scope Accessory,,,+Damage
{7:36},BOR_SG.part_scope_acc_s01_l02_b,Ripper,Shotgun,Scope Accessory,,,-Reload Speed
{7:37},BOR_SG.part_scope_acc_s02_l02_a,Ripper,Shotgun,Scope Accessory,,,No Stat Changes
{7:38},BOR_SG.part_scope_acc_s02_l02_b,Ripper,Shotgun,Scope Accessory,,,+Crit Damage
{7:39},BOR_SG.part_grip_05c_ted_jav,Ripper,Shotgun,Grip,,,Tediore reload modifier: Javelin
{7:40},BOR_SG.part_grip_05a_ted_legs,Ripper,Shotgun,Grip,,,Tediore reload modifier: Legs
{7:41},BOR_SG.part_grip_05b_ted_homing,Ripper,Shotgun,Grip,,,Tediore reload modifier: Homing
{7:42},BOR_SG.part_grip_01,Ripper,Shotgun,Grip,,,+Damage
{7:43},BOR_SG.part_grip_02,Ripper,Shotgun,Grip,,,+Fire Rate
{7:44},BOR_SG.part_grip_03,Ripper,Shotgun,Grip,,,-Reload Speed
{7:45},BOR_SG.part_grip_04_hyp,Ripper,Shotgun,Grip,,,Hyperion Grip
{7:46},BOR_SG.part_underbarrel_04_atlas_ball,Ripper,Shotgun,Underbarrel,,,Atlas Tracker Grenades
{7:47},BOR_SG.part_underbarrel_04_atlas,Ripper,Shotgun,Underbarrel,,,Atlas Tracker Darts
{7:48},BOR_SG.part_underbarrel_01_beam,Ripper,Shotgun,Underbarrel,,,Alt Fire - Lightning Beam
{7:49},BOR_SG.part_underbarrel_02_gauss,Ripper,Shotgun,Underbarrel,,,Alt Fire - Gauss Gun
{7:50},BOR_SG.part_foregrip_01,Ripper,Shotgun,Foregrip,,,+Damage
{7:51},BOR_SG.part_foregrip_03,Ripper,Shotgun,Foregrip,,,+Accuracy
{7:52},BOR_SG.part_underbarrel_05_ammoswitcher,Ripper,Shotgun,Underbarrel,,,Daedalus Ammo Switch
{7:53},BOR_SG.part_underbarrel_06_malswitch,Ripper,Shotgun,Underbarrel,,,Maliwan Element Switch
{7:60},BOR_SG.part_secondary_ammo_smg,Ripper,Shotgun,Manufacturer Part,,,Daedalus SMG Ammo
{7:61},BOR_SG.part_secondary_ammo_ar,Ripper,Shotgun,Manufacturer Part,,,Daedalus AR Ammo
{7:62},BOR_SG.part_secondary_ammo_ps,Ripper,Shotgun,Manufacturer Part,,,Daedalus Pistol Ammo
{7:63},BOR_SG.part_secondary_ammo_sr,Ripper,Shotgun,Manufacturer Part,,,Daedalus SR Ammo
{7:64},BOR_SG.part_unique_barrel_02_convergence,Ripper,Shotgun,Barrel,,,Convergence
{7:66},BOR_SG.part_barrel_01_a,Ripper,Shotgun,Barrel Accessory,,,+Damage
{7:67},BOR_SG.part_barrel_01_b,Ripper,Shotgun,Barrel Accessory,,,-Reload Speed
{7:68},BOR_SG.part_barrel_01_c,Ripper,Shotgun,Barrel Accessory,,,+Damage
